episode,run_0,run_1,run_2
5916,True,True,True
5917,True,True,True
5918,True,True,True
5919,True,True,True
5920,True,True,True
5921,True,True,True
5922,True,True,True
5923,True,True,True
5924,True,True,True
5925,True,True,True
5926,True,True,True
5927,True,True,True
5928,True,True,True
5929,True,True,True
5930,True,True,True
5931,True,True,True
5932,True,True,True
5933,True,True,True
5934,True,True,True
5935,True,True,True
5936,True,True,True
5937,True,True,True
5938,True,True,True
5939,True,True,True
5940,True,True,True
5941,True,True,True
5942,True,True,True
5943,True,True,True
5944,True,True,True
5945,True,True,True
5946,True,True,True
5947,True,True,True
5948,True,True,True
5949,True,True,True
5950,True,True,True
5951,True,True,True
5952,True,True,True
5953,True,True,True
5954,True,True,True
5955,True,True,True
5956,True,True,True
5957,True,True,True
5958,True,True,True
5959,True,True,True
5960,True,True,True
5961,True,True,True
5962,True,True,True
5963,True,True,True
5964,True,True,True
5965,True,True,True
5966,True,True,True
5967,True,True,True
5968,True,True,True
5969,True,True,True
5970,True,True,True
5971,True,True,True
5972,True,True,True
5973,True,True,True
5974,True,True,True
5975,True,True,True
5976,True,True,True
5977,True,True,True
5978,True,True,True
5979,True,True,True
5980,True,True,True
5981,True,True,True
5982,True,True,True
5983,True,True,True
5984,True,True,True
5985,True,True,True
5986,True,True,True
5987,True,True,True
5988,True,True,True
5989,True,True,True
5990,True,True,True
5991,True,True,True
5992,True,True,True
5993,True,True,True
5994,True,True,True
5995,True,True,True
5996,True,True,True
5997,True,True,True
5998,True,True,True
5999,True,True,True
6000,True,True,True
6001,True,True,True
6002,True,True,True
6003,True,True,True
6004,True,True,True
6005,True,True,True
6006,True,True,True
6007,True,True,True
6008,True,True,True
6009,True,True,True
6010,True,True,True
6011,True,True,True
6012,True,True,True
6013,True,True,True
6014,True,True,True
6015,True,True,True
6016,True,True,True
6017,True,True,True
6018,True,True,True
6019,True,True,True
6020,True,True,True
6021,True,True,True
6022,True,True,True
6023,True,True,True
6024,True,True,True
6025,True,True,True
6026,True,True,True
6027,True,True,True
6028,True,True,True
6029,True,True,True
6030,True,True,True
6031,True,True,True
6032,True,True,True
6033,True,True,True
6034,True,True,True
6035,True,True,True
6036,True,True,True
6037,True,True,True
6038,True,True,True
6039,True,True,True
6040,True,True,True
6041,True,True,True
6042,True,True,True
6043,True,True,True
6044,True,True,True
6045,True,True,True
6046,True,True,True
6047,True,True,True
6048,True,True,True
6049,True,True,True
6050,True,True,True
6051,True,True,True
6052,True,True,True
6053,True,True,True
6054,True,True,True
6055,True,True,True
6056,True,True,True
6057,True,True,True
6058,True,True,True
6059,True,True,True
6060,True,True,True
6061,True,True,True
6062,True,True,True
6063,True,True,True
6064,True,True,True
6065,True,True,True
6066,True,True,True
6067,True,True,True
6068,True,True,True
6069,True,True,True
6070,True,True,True
6071,True,True,True
6072,True,True,True
6073,True,True,True
6074,True,True,True
6075,True,True,True
6076,True,True,True
6077,True,True,True
6078,True,True,True
6079,True,True,True
6080,True,True,True
6081,True,True,True
6082,True,True,True
6083,True,True,True
6084,True,True,True
6085,True,True,True
6086,True,True,True
6087,True,True,True
6088,True,True,True
6089,True,True,True
6090,True,True,True
6091,True,True,True
6092,True,True,True
6093,True,True,True
6094,True,True,True
6095,True,True,True
6096,True,True,True
6097,True,True,True
6098,True,True,True
6099,True,True,True
6100,True,True,True
6101,True,True,True
6102,True,True,True
6103,True,True,True
6104,True,True,True
6105,True,True,True
6106,True,True,True
6107,True,True,True
6108,True,True,True
6109,True,True,True
6110,True,True,True
6111,True,True,True
6112,True,True,True
6113,True,True,True
6114,True,True,True
6115,True,True,True
6116,True,True,True
6117,True,True,True
6118,True,True,True
6119,True,True,True
6120,True,True,True
6121,True,True,True
6122,True,True,True
6123,True,True,True
6124,True,True,True
6125,True,True,True
6126,True,True,True
6127,True,True,True
6128,True,True,True
6129,True,True,True
6130,True,True,True
6131,True,True,True
6132,True,True,True
6133,True,True,True
6134,True,True,True
6135,True,True,True
6136,True,True,True
6137,True,True,True
6138,True,True,True
6139,True,True,True
6140,True,True,True
6141,True,True,True
6142,True,True,True
6143,True,True,True
6144,True,True,True
6145,True,True,True
6146,True,True,True
6147,True,True,True
6148,True,True,True
6149,True,True,True
6150,True,True,True
6151,True,True,True
6152,True,True,True
6153,True,True,True
6154,True,True,True
6155,True,True,True
6156,True,True,True
6157,True,True,True
6158,True,True,True
6159,True,True,True
6160,True,True,True
6161,True,True,True
6162,True,True,True
6163,True,True,True
6164,True,True,True
6165,True,True,True
6166,True,True,True
6167,True,True,True
6168,True,True,True
6169,True,True,True
6170,True,True,True
6171,True,True,True
6172,True,True,True
6173,True,True,True
6174,True,True,True
6175,True,True,True
6176,True,True,True
6177,True,True,True
6178,True,True,True
6179,True,True,True
6180,True,True,True
6181,True,True,True
6182,True,True,True
6183,True,True,True
6184,True,True,True
6185,True,True,True
6186,True,True,True
6187,True,True,True
6188,True,True,True
6189,True,True,True
6190,True,True,True
6191,True,True,True
6192,True,True,True
6193,True,True,True
6194,True,True,True
6195,True,True,True
6196,True,True,True
6197,True,True,True
6198,True,True,True
6199,True,True,True
6200,True,True,True
6201,True,True,True
6202,True,True,True
6203,True,True,True
6204,True,True,True
6205,True,True,True
6206,True,True,True
6207,True,True,True
6208,True,True,True
6209,True,True,True
6210,True,True,True
6211,True,True,True
6212,True,True,True
6213,True,True,True
6214,True,True,True
6215,True,True,True
6216,True,True,True
6217,True,True,True
6218,True,True,True
6219,True,True,True
6220,True,True,True
6221,True,True,True
6222,True,True,True
6223,True,True,True
6224,True,True,True
6225,True,True,True
6226,True,True,True
6227,True,True,True
6228,True,True,True
6229,True,True,True
6230,True,True,True
6231,True,True,True
6232,True,True,True
6233,True,True,True
6234,True,True,True
6235,True,True,True
6236,True,True,True
6237,True,True,True
6238,True,True,True
6239,True,True,True
6240,True,True,True
6241,True,True,True
6242,True,True,True
6243,True,True,True
6244,True,True,True
6245,True,True,True
6246,True,True,True
6247,True,True,True
6248,True,True,True
6249,True,True,True
6250,True,True,True
6251,True,True,True
6252,True,True,True
6253,True,True,True
6254,True,True,True
6255,True,True,True
6256,True,True,True
6257,True,True,True
6258,True,True,True
6259,True,True,True
6260,True,True,True
6261,True,True,True
6262,True,True,True
6263,True,True,True
6264,True,True,True
6265,True,True,True
6266,True,True,True
6267,True,True,True
6268,True,True,True
6269,True,True,True
6270,True,True,True
6271,True,True,True
6272,True,True,True
6273,True,True,True
6274,True,True,True
6275,True,True,True
6276,True,True,True
6277,True,True,True
6278,True,True,True
6279,True,True,True
6280,True,True,True
6281,True,True,True
6282,True,True,True
6283,True,True,True
6284,True,True,True
6285,True,True,True
6286,True,True,True
6287,True,True,True
6288,True,True,True
6289,True,True,True
6290,True,True,True
6291,True,True,True
6292,True,True,True
6293,True,True,True
6294,True,True,True
6295,True,True,True
6296,True,True,True
6297,True,True,True
6298,True,True,True
6299,True,True,True
6300,True,True,True
6301,True,True,True
6302,True,True,True
6303,True,True,True
6304,True,True,True
6305,True,True,True
6306,True,True,True
6307,True,True,True
6308,True,True,True
6309,True,True,True
6310,True,True,True
6311,True,True,True
6312,True,True,True
6313,True,True,True
6314,True,True,True
6315,True,True,True
6316,True,True,True
6317,True,True,True
6318,True,True,True
6319,True,True,True
6320,True,True,True
6321,True,True,True
6322,True,True,True
6323,True,True,True
6324,True,True,True
6325,True,True,True
6326,True,True,True
6327,True,True,True
6328,True,True,True
6329,True,True,True
6330,True,True,True
6331,True,True,True
6332,True,True,True
6333,True,True,True
6334,True,True,True
6335,True,True,True
6336,True,True,True
6337,True,True,True
6338,True,True,True
6339,True,True,True
6340,True,True,True
6341,True,True,True
6342,True,True,True
6343,True,True,True
6344,True,True,True
6345,True,True,True
6346,True,True,True
6347,True,True,True
6348,True,True,True
6349,True,True,True
6350,True,True,True
6351,True,True,True
6352,True,True,True
6353,True,True,True
6354,True,True,True
6355,True,True,True
6356,True,True,True
6357,True,True,True
6358,True,True,True
6359,True,True,True
6360,True,True,True
6361,True,True,True
6362,True,True,True
6363,True,True,True
6364,True,True,True
6365,True,True,True
6366,True,True,True
6367,True,True,True
6368,True,True,True
6369,True,True,True
6370,True,True,True
6371,True,True,True
6372,True,True,True
6373,True,True,True
6374,True,True,True
6375,True,True,True
6376,True,True,True
6377,True,True,True
6378,True,True,True
6379,True,True,True
6380,True,True,True
6381,True,True,True
6382,True,True,True
6383,True,True,True
6384,True,True,True
6385,True,True,True
6386,True,True,True
6387,True,True,True
6388,True,True,True
6389,True,True,True
6390,True,True,True
6391,True,True,True
6392,True,True,True
6393,True,True,True
6394,True,True,True
6395,True,True,True
6396,True,True,True
6397,True,True,True
6398,True,True,True
6399,True,True,True
6400,True,True,True
6401,True,True,True
6402,True,True,True
6403,True,True,True
6404,True,True,True
6405,True,True,True
6406,True,True,True
6407,True,True,True
6408,True,True,True
6409,True,True,True
6410,True,True,True
6411,True,True,True
6412,True,True,True
6413,True,True,True
6414,True,True,True
6415,True,True,True
6416,True,True,True
6417,True,True,True
6418,True,True,True
6419,True,True,True
6420,True,True,True
6421,True,True,True
6422,True,True,True
6423,True,True,True
6424,True,True,True
6425,True,True,True
6426,True,True,True
6427,True,True,True
6428,True,True,True
6429,True,True,True
6430,True,True,True
6431,True,True,True
6432,True,True,True
6433,True,True,True
6434,True,True,True
6435,True,True,True
6436,True,True,True
6437,True,True,True
6438,True,True,True
6439,True,True,True
6440,True,True,True
6441,True,True,True
6442,True,True,True
6443,True,True,True
6444,True,True,True
6445,True,True,True
6446,True,True,True
6447,True,True,True
6448,True,True,True
6449,True,True,True
6450,True,True,True
6451,True,True,True
6452,True,True,True
6453,True,True,True
6454,True,True,True
6455,True,True,True
6456,True,True,True
6457,True,True,True
6458,True,True,True
6459,True,True,True
6460,True,True,True
6461,True,True,True
6462,True,True,True
6463,True,True,True
6464,True,True,True
6465,True,True,True
6466,True,True,True
6467,True,True,True
6468,True,True,True
6469,True,True,True
6470,True,True,True
6471,True,True,True
6472,True,True,True
6473,True,True,True
6474,True,True,True
6475,True,True,True
6476,True,True,True
6477,True,True,True
6478,True,True,True
6479,True,True,True
6480,True,True,True
6481,True,True,True
6482,True,True,True
6483,True,True,True
6484,True,True,True
6485,True,True,True
6486,True,True,True
6487,True,True,True
6488,True,True,True
6489,True,True,True
6490,True,True,True
6491,True,True,True
6492,True,True,True
6493,True,True,True
6494,True,True,True
6495,True,True,True
6496,True,True,True
6497,True,True,True
6498,True,True,True
6499,True,True,True
6500,True,True,True
6501,True,True,True
6502,True,True,True
6503,True,True,True
6504,True,True,True
6505,True,True,True
6506,True,True,True
6507,True,True,True
6508,True,True,True
6509,True,True,True
6510,True,True,True
6511,True,True,True
6512,True,True,True
6513,True,True,True
6514,True,True,True
6515,True,True,True
6516,True,True,True
6517,True,True,True
6518,True,True,True
6519,True,True,True
6520,True,True,True
6521,True,True,True
6522,True,True,True
6523,True,True,True
6524,True,True,True
6525,True,True,True
6526,True,True,True
6527,True,True,True
6528,True,True,True
6529,True,True,True
6530,True,True,True
6531,True,True,True
6532,True,True,True
6533,True,True,True
6534,True,True,True
6535,True,True,True
6536,True,True,True
6537,True,True,True
6538,True,True,True
6539,True,True,True
6540,True,True,True
6541,True,True,True
6542,True,True,True
6543,True,True,True
6544,True,True,True
6545,True,True,True
6546,True,True,True
6547,True,True,True
6548,True,True,True
6549,True,True,True
6550,True,True,True
6551,True,True,True
6552,True,True,True
6553,True,True,True
6554,True,True,True
6555,True,True,True
6556,True,True,True
6557,True,True,True
6558,True,True,True
6559,True,True,True
6560,True,True,True
6561,True,True,True
6562,True,True,True
6563,True,True,True
6564,True,True,True
6565,True,True,True
6566,True,True,True
6567,True,True,True
6568,True,True,True
6569,True,True,True
6570,True,True,True
6571,True,True,True
6572,True,True,True
6573,True,True,True
6574,True,True,True
6575,True,True,True
6576,True,True,True
6577,True,True,True
6578,True,True,True
6579,True,True,True
6580,True,True,True
6581,True,True,True
6582,True,True,True
6583,True,True,True
6584,True,True,True
6585,True,True,True
6586,True,True,True
6587,True,True,True
6588,True,True,True
6589,True,True,True
6590,True,True,True
6591,True,True,True
6592,True,True,True
6593,True,True,True
6594,True,True,True
6595,True,True,True
6596,True,True,True
6597,True,True,True
6598,True,True,True
6599,True,True,True
6600,True,True,True
6601,True,True,True
6602,True,True,True
6603,True,True,True
6604,True,True,True
6605,True,True,True
6606,True,True,True
6607,True,True,True
6608,True,True,True
6609,True,True,True
6610,True,True,True
6611,True,True,True
6612,True,True,True
